data,label
인천광역시 도봉구 삼성0길,FALSE
서울특별시 성동구 오금로 (민준박동),TRUE
광주광역시 중랑구 언주638가 (영호안동),FALSE
경상남도 동해시 반포대로,FALSE
전라북도 괴산군 양재천27거리 (동현윤박동),FALSE
전라남도 천안시 동남구 삼성7가 (민석한이마을),FALSE
대구광역시 용산구 논현가 (서준김리),FALSE
광주광역시 중구 오금82길,FALSE
전라북도 안산시 단원구 가락9거리,FALSE
전라북도 서산시 강남대로,FALSE
세종특별자치시 서구 논현가,FALSE
충청남도 괴산군 양재천길,FALSE
부산광역시 동구 서초대로 (지훈이면),TRUE
경상남도 옥천군 테헤란거리 (순옥박조읍),FALSE
서울특별시 도봉구 선릉6거리,TRUE
제주특별자치도 수원시 팔달구 학동거리 (미경나김면),FALSE
전라남도 예산군 서초대가 (영순구면),FALSE
전라북도 시흥시 학동길 (은주김리),FALSE
경상남도 고성군 봉은사5가,TRUE
대전광역시 동구 잠실로,TRUE
경상남도 부천시 역삼로 (순자김동),FALSE
인천광역시 서초구 역삼762로 (영숙김마을),FALSE
강원도 용인시 처인구 언주길,FALSE
부산광역시 동대문구 양재천4거리,FALSE
경상남도 청주시 흥덕구 역삼가 (민석우강마을),FALSE
세종특별자치시 북구 석촌호수거리,FALSE
경상북도 용인시 기흥구 오금7거리 (서연윤마을),FALSE
세종특별자치시 강북구 강남대거리 (현숙김김면),FALSE
제주특별자치도 시흥시 영동대길,FALSE
대구광역시 동대문구 개포로,FALSE
전라북도 용인시 기흥구 역삼5거리,FALSE
충청남도 시흥시 강남대88길,FALSE
전라남도 정선군 삼성992길,FALSE
강원도 용인시 기흥구 삼성가,FALSE
경기도 홍천군 논현98로 (서현이리),FALSE
전라남도 군포시 학동28길 (민재안읍),FALSE
제주특별자치도 고양시 덕양구 오금거리 (은영김읍),FALSE
울산광역시 강남구 테헤란3로,FALSE
제주특별자치도 인제군 언주길 (지후김리),FALSE
제주특별자치도 구리시 압구정가,FALSE
울산광역시 은평구 논현길,FALSE
울산광역시 서초구 봉은사가,FALSE
세종특별자치시 동구 테헤란길 (유진이김면),FALSE
충청남도 안산시 단원구 잠실4가,FALSE
인천광역시 강남구 석촌호수길,FALSE
대전광역시 동대문구 역삼가 (정수정동),FALSE
경기도 삼척시 반포대64가,FALSE
경상북도 안양시 만안구 백제고분거리 (미영윤백마을),FALSE
전라남도 김포시 압구정로,FALSE
부산광역시 남구 역삼63거리,TRUE
울산광역시 마포구 압구정77가,FALSE
경상북도 성남시 수정구 석촌호수028길,FALSE
부산광역시 은평구 학동가 (도현최읍),FALSE
경기도 영동군 학동06로 (영식윤리),FALSE
충청북도 성남시 중원구 가락5거리 (광수김최동),FALSE
경상북도 안성시 백제고분거리,FALSE
충청남도 춘천시 양재천976길 (주원김최읍),FALSE
경상북도 철원군 서초중앙길 (윤서최박면),FALSE
인천광역시 강북구 논현로 (재현이면),FALSE
세종특별자치시 용산구 백제고분거리,FALSE
충청남도 춘천시 서초중앙로,FALSE
광주광역시 서구 언주로 (은경김리),TRUE
울산광역시 북구 강남대629거리,TRUE
경기도 김포시 영동대5길 (명자한리),TRUE
부산광역시 노원구 논현거리 (옥자김서면),FALSE
세종특별자치시 구로구 백제고분1로,FALSE
경기도 남양주시 압구정길,TRUE
충청남도 가평군 석촌호수길 (성호이면),FALSE
전라남도 양양군 선릉가,FALSE
서울특별시 성북구 양재천거리 (승현안면),TRUE
대전광역시 동대문구 테헤란08가,FALSE
세종특별자치시 성동구 압구정3길,FALSE
경상북도 서산시 역삼15로,FALSE
대전광역시 강북구 오금거리,FALSE
서울특별시 성북구 개포길 (지영차리),TRUE
경상북도 양구군 영동대233로 (경숙손리),FALSE
대전광역시 성동구 가락028길 (은경이최읍),FALSE
전라남도 원주시 학동66로 (지혜이동),FALSE
대전광역시 남구 테헤란43길 (영순박리),FALSE
충청남도 시흥시 테헤란로 (은주박리),FALSE
강원도 부천시 원미구 역삼가,FALSE
서울특별시 광진구 반포대길,TRUE
울산광역시 노원구 논현로 (재현이최동),FALSE
충청남도 동해시 강남대2길 (은서박박리),FALSE
제주특별자치도 증평군 언주20길 (현우송서리),FALSE
경기도 영동군 서초중앙거리,FALSE
광주광역시 관악구 서초중앙길 (경자손읍),FALSE
부산광역시 용산구 논현73로 (서윤박마을),FALSE
충청남도 안양시 만안구 서초대280길,FALSE
전라남도 평택시 봉은사길 (상철이면),FALSE
경상남도 논산시 가락길 (옥자박한동),FALSE
울산광역시 성동구 백제고분6가 (승현김윤마을),FALSE
울산광역시 관악구 서초중앙거리 (영진조면),FALSE
전라북도 광명시 테헤란거리 (영희장리),FALSE
경상남도 강릉시 오금3로,FALSE
인천광역시 서구 테헤란길 (성호김마을),TRUE
인천광역시 구로구 삼성8길 (상호이박동),FALSE
울산광역시 동작구 잠실02로,FALSE
강원도 괴산군 가락길,FALSE
부산광역시 송파구 강남대481거리 (숙자김김리),FALSE
세종특별자치시 강남구 도산대로 (건우안김리),FALSE
경상남도 속초시 가락073거리 (수민최마을),FALSE
서울특별시 중랑구 양재천46길,TRUE
전라남도 고성군 압구정9길 (은경조읍),FALSE
세종특별자치시 중구 도산대6로,FALSE
강원도 동두천시 영동대60거리,FALSE
대구광역시 종로구 석촌호수로,FALSE
울산광역시 중랑구 서초중앙050길,FALSE
서울특별시 양천구 논현로,TRUE
세종특별자치시 광진구 테헤란거리,FALSE
강원도 충주시 잠실로,FALSE
대구광역시 노원구 잠실092로 (옥순김김면),FALSE
인천광역시 용산구 도산대04가 (지현민박읍),FALSE
세종특별자치시 은평구 언주262가 (진우양동),FALSE
경기도 화천군 영동대로 (민준장리),FALSE
인천광역시 강동구 봉은사95가,FALSE
경상북도 태백시 봉은사896가,FALSE
울산광역시 노원구 테헤란거리,FALSE
경상남도 화천군 학동1가 (지현이읍),FALSE
세종특별자치시 강동구 석촌호수184거리 (은서이읍),FALSE
경상북도 예산군 서초중앙가 (은경김리),FALSE
전라북도 원주시 양재천496가 (성현고면),FALSE
인천광역시 중랑구 석촌호수길 (순자정윤마을),FALSE
전라북도 화천군 양재천길 (윤서이권읍),FALSE
전라남도 파주시 서초중앙980거리 (서영장면),FALSE
인천광역시 성동구 오금2길 (정식황리),FALSE
충청남도 금산군 서초대거리 (지영남동),TRUE
인천광역시 관악구 반포대거리 (현준서읍),FALSE
강원도 평창군 테헤란367길,TRUE
경상북도 양평군 강남대127로,FALSE
충청남도 청주시 청원구 반포대가,FALSE
강원도 의왕시 석촌호수9거리 (상철이읍),FALSE
대전광역시 중랑구 선릉08로,FALSE
충청남도 속초시 서초대길 (정웅이김마을),FALSE
인천광역시 은평구 오금가,FALSE
서울특별시 서대문구 학동3가 (성호김송리),TRUE
경상남도 충주시 서초중앙80로 (민준허박마을),FALSE
충청남도 김포시 서초중앙08가,FALSE
대전광역시 노원구 선릉24길 (도현서읍),FALSE
부산광역시 남구 테헤란길,TRUE
강원도 충주시 개포686거리,FALSE
전라북도 군포시 학동거리 (정수윤읍),FALSE
세종특별자치시 노원구 언주가,FALSE
대구광역시 노원구 도산대454가 (성민김면),FALSE
서울특별시 남구 오금6로,FALSE
인천광역시 중랑구 압구정538로,FALSE
인천광역시 강남구 압구정로,FALSE
강원도 청주시 흥덕구 반포대가 (종수김면),FALSE
부산광역시 마포구 영동대4로 (중수김마을),FALSE
강원도 보은군 영동대길 (중수김동),FALSE
대전광역시 종로구 양재천거리,FALSE
울산광역시 송파구 논현526가 (정희이마을),FALSE
경상남도 수원시 팔달구 삼성거리 (영진이동),FALSE
충청북도 아산시 테헤란길 (수빈이이리),FALSE
전라남도 고양시 봉은사2길 (정훈지읍),FALSE
광주광역시 서초구 도산대25가,FALSE
서울특별시 동구 압구정가,FALSE
인천광역시 양천구 반포대0로,FALSE
전라북도 횡성군 석촌호수가 (진호강이읍),FALSE
제주특별자치도 영월군 언주가,FALSE
경기도 영월군 서초중앙거리 (현우김박동),FALSE
광주광역시 강동구 학동로 (서준김동),FALSE
충청남도 당진시 삼성길 (지민김읍),TRUE
세종특별자치시 종로구 개포길,FALSE
경기도 천안시 서북구 서초중앙가 (정희김리),FALSE
제주특별자치도 양구군 학동길,FALSE
전라북도 청주시 서원구 테헤란161로,FALSE
광주광역시 강남구 반포대03길 (영철김강읍),FALSE
인천광역시 성동구 오금길 (영수김이리),FALSE
경상남도 하남시 영동대03거리 (성호김남마을),FALSE
부산광역시 서초구 언주43가 (수민김서리),FALSE
전라북도 고양시 선릉가 (준영최이동),FALSE
경기도 오산시 학동101가 (상훈홍면),TRUE
서울특별시 동구 논현6가 (광수이이동),FALSE
충청남도 공주시 압구정780거리,TRUE
전라남도 고양시 덕양구 삼성로 (준영김리),FALSE
인천광역시 종로구 오금가,FALSE
충청남도 용인시 처인구 역삼로 (준호이마을),FALSE
충청남도 고성군 서초중앙4길,FALSE
대전광역시 동대문구 양재천758길,FALSE
경기도 괴산군 서초중앙거리,FALSE
서울특별시 금천구 오금5로 (지후최마을),TRUE
제주특별자치도 안양시 만안구 강남대거리,FALSE
울산광역시 동작구 석촌호수가,FALSE
부산광역시 강서구 양재천거리,TRUE
서울특별시 강북구 잠실023가,TRUE
대전광역시 노원구 반포대거리 (춘자이김동),FALSE
세종특별자치시 서초구 개포로 (예준김마을),FALSE
경기도 동두천시 삼성길 (현정김안동),TRUE
세종특별자치시 광진구 영동대48로,FALSE
전라남도 영월군 백제고분길,FALSE
대구광역시 구로구 가락254길,FALSE
대전광역시 동작구 도산대길 (지훈허고동),FALSE
제주특별자치도 양구군 봉은사길,FALSE
세종특별자치시 은평구 반포대9로 (현숙김이동),FALSE
강원도 논산시 역삼8로,FALSE
경기도 용인시 수지구 석촌호수거리,TRUE
울산광역시 북구 개포로,TRUE
경상남도 성남시 봉은사길 (정식김면),FALSE
광주광역시 중랑구 강남대012가,FALSE
경상북도 천안시 동남구 테헤란1길 (영호남면),FALSE
대구광역시 남구 선릉261길 (준혁양동),TRUE
경상북도 춘천시 언주거리,FALSE
전라남도 안양시 만안구 오금길,FALSE
전라북도 홍천군 삼성706가 (영수이리),FALSE
인천광역시 동구 봉은사27로 (명숙박김면),TRUE
울산광역시 동구 반포대368로 (예은최동),TRUE
인천광역시 강남구 테헤란2길 (진우한리),FALSE
대전광역시 관악구 오금39가 (선영박김동),FALSE
인천광역시 서구 테헤란가 (지민진이동),TRUE
강원도 고양시 덕양구 백제고분로,FALSE
충청남도 옥천군 개포로,FALSE
경상북도 고양시 백제고분길,FALSE
서울특별시 성북구 역삼가 (영희이허면),TRUE
경상북도 속초시 서초중앙9길 (정숙이배면),FALSE
부산광역시 구로구 역삼4거리,FALSE
세종특별자치시 강북구 가락가,FALSE
광주광역시 강서구 삼성1길,FALSE
대전광역시 북구 개포2로 (영철박김마을),FALSE
강원도 태안군 선릉거리 (예원조김리),FALSE
